ACLED Actor1,ACLED Actor1 (group),ACLED Actor2,ACLED Admin1,ACLED Admin2,ACLED Admin3,ACLED Ally Actor1,ACLED Ally Actor2,ACLED CreatedOn,ACLED Event ID Cnty,ACLED Event ID No Cnty,ACLED Event SubType,ACLED Event SubTypeDesc,ACLED Event Type,ACLED Event TypeDesc,ACLED Location,ACLED Notes,ACLED Region,ACLED Source,ACLED SourceScale,ACLED Year,Geographic Area,ACLED Fatalities,ACLED Geo Precision,ACLED Geometrry,Acled Gwno,ACLED Inter1,ACLED Inter2,ACLED Interaction,ACLED Latitude,ACLED Longitude,Acled Pk,TimeFK Event Date
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Musawa,,,Government of Nigeria (2015-),1/24/2023 9:05,NIG29567,29567,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Dangani,"On 16 January 2023, Katsina militia abducted the Vice Chairman of Musawa Local Government in his village in Paiki, coded to Dangani (Musawa, Katsina). The militia abducted a man with him and released the man later but declined to release the Vice Chairman.",Western Africa,Nigeria Punch,National,2023,North West,0,2,Point,,4,7,47,12.0858,7.5674,4138455,20230116
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Jibia,,,Women (Nigeria),2/7/2023 9:05,NIG29759,29759,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Daddara,"On 30 January 2023, a Katsina militia abducted five women from Daddara Liman village, coded to Daddara (Jibia, Katsina). There are no reports about ransom demands.",Western Africa,Daily Leadership (Nigeria),National,2023,North West,0,2,Point,,4,7,47,13.0902,7.3925,4154909,20230130
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Tsafe,,,Former Military Forces of Nigeria (2015-),1/10/2023 9:05,NIG29437,29437,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Yan Doton Daji,"On 1 January 2023, a Zamfara militia in large numbers abducted a retired colonel, two of his children and two other persons near Yan Doton Daji (Tsafe, Zamfara). The abductors shot sporadically and scared people, there are no reports about ransom demands.",Western Africa,Blueprint; Nigeria Punch,National,2023,North West,0,2,Point,,4,7,47,12.0641,6.8773,4103390,20230101
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Kaura Namoda,,,Students (Nigeria),1/24/2023 9:05,NIG29614,29614,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kaura Namoda,"On 15 January 2023, Zamfara Militia abducted four Tsafe College of Health Technology students along Kaura Namoda and Birnin Magaji roads, coded to Kaura Namoda (Kaura Namoda, Zamfara). The students were abducted when returning from their wedding ceremony.",Western Africa,The Cable (Nigeria),National,2023,North West,0,2,Point,,4,7,47,12.5898,6.5779,4138148,20230115
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Logo,,Pastoralists (Nigeria),,12/12/2022 3:33,NIG28502,28502,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ugba,"On 29 October 2022, suspected armed Fulani pastoralists attacked and shot at civilians in Tse Ikyem community, coded to Ugba (Logo, Benue). Three persons were killed and several others were wounded, other sources report that the scene of the attack was the same as the previous attack of 23 October [coded separately].",Western Africa,Daily Trust (Nigeria); Daily Post (Nigeria),National,2022,Centre,3,2,Point,,4,7,47,7.5,9.3333,4090765,20221029
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Makurdi,,Pastoralists (Nigeria),Farmers (Nigeria),1/10/2023 9:05,NIG29107,29107,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Makurdi,"On 16 December 2022, a suspected Fulani militia killed three civilians when they attacked residents on their farms in Adaka community which located about 20km from Makurdi (Makurdi, Benue). The murdered victims were shot and inflicted with machete cuts, several others were wounded, some sources report that the attack was a reprisal for the killing of cows that destroyed farmers' crops in the community, other sources report that the attack was unprovoked.",Western Africa,Daily Independent (Nigeria); Daily Post (Nigeria); Nigeria Punch,National,2022,Centre,3,2,Point,,4,7,47,7.7411,8.5121,4099036,20221216
Benue Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Katsina Ala,,,Pevya Communal Militia (Nigeria),12/6/2022 15:53,NIG28638,28638,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Katsina-Ala,"On 9 November 2022, a Benue militia suspected to be linked with Gana killed five people and wounded several others at a pub in Pevya, coded to Katsina-Ala (Katsina Ala, Benue). One of the victims was a member of a local defense militia who was trailed to the spot and killed alongside his friends, he was suspected by the assailants to be an informant for security operatives.",Western Africa,Sun (Nigeria); Vanguard (Nigeria),National,2022,Centre,5,2,Point,,4,7,47,7.1693,9.2846,4053965,20221109
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Guma,,Pastoralists (Nigeria),,12/6/2022 15:53,NIG28504,28504,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Gbajimba,"On 3 November 2022, armed Fulani pastoralists dressed in black attacked civilians and killed at least 18 people at a market in Ukohol, coded to Gbajimba (Guma, Benue). 10 persons were killed on the spot, 8 others were killed when the assailants ransacked three nearby villages, the victims included children.",Western Africa,Sun (Nigeria); Daily Post (Nigeria),National,2022,Centre,18,2,Point,,4,7,47,7.8155,8.8604,4049333,20221103
Ughoton Communal Militia (Nigeria),Ughoton Communal Militia (Nigeria),Civilians (Nigeria),Delta,Okpe,,,Ijaw Ethnic Group (Nigeria),1/10/2023 9:05,NIG29245,29245,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Orerokpe,"On 17 December 2022, a local defense militia shot and killed a suspected Ijaw youth in Ughoton community, coded to Orerokpe (Okpe, Delta) following the victim's refusal to pay a bribe after he was found with crude oil products that were suspected to have been gotten illegally.",Western Africa,Nigeria Punch,National,2022,South,1,2,Point,,4,7,47,5.6351,5.8896,4099320,20221217
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Jigawa,Guri,,Pastoralists (Nigeria),Farmers (Nigeria); Labour Group (Nigeria),1/10/2023 9:05,NIG29106,29106,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Guri,"On 14 December 2022, a Fulani militia attacked residents of a farming community at Takazza in Guri LGA (Jigawa) and wounded at least six people. Over 20 houses and grains were burnt, cattle were rustled, the assailants broke into a phone shop and stole phones while shooting residents with bows and arrows. The assailants regrouped and attacked the victims after they were chased away from farms by farmers the previous day.",Western Africa,Premium Times (Nigeria),National,2022,North West,0,2,Point,,4,7,47,12.7267,10.4205,4098414,20221214
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Jigawa,Sule Takarkar,,Pastoralists (Nigeria),,12/6/2022 15:53,NIG28717,28717,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Sule Tankarkar,"On 8 November 2022, a suspected Fulani militia attacked civilians at Cukuma village in Sule Takarkar LGA (Jigawa) coded to Sule Tankarkar. Two persons were killed and their bodies were discovered in a nearby bush, an unspecified number of youths were wounded.",Western Africa,Daily Post (Nigeria),National,2022,North West,2,2,Point,,4,7,47,12.6669,9.2283,4053194,20221108
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Kajuru,,,Teachers (Nigeria),12/6/2022 15:53,NIG28724,28724,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kajuru,"On 13 November 2022, a Kaduna militia attacked and killed 1 person at Tudun Mare in Kajuru LGA (Kaduna). The victim was a teacher.",Western Africa,Daily Independent (Nigeria),National,2022,North West,1,2,Point,,4,7,47,10.3192,7.6892,4057097,20221113
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Kajuru,,,,1/10/2023 9:05,NIG29332,29332,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kajuru,"On 25 December 2022, a Kaduna militia on motorcycles attacked civilians at Anguwan Aku in Kajuru LGA (Kaduna) and conducted a house to house search. One person was killed; 53 person were abducted, 7 persons among the abductees escaped and 45 others were taken away.",Western Africa,New Telegraph; Nigeria Punch,National,2022,North West,1,2,Point,,4,7,47,10.3192,7.6892,4101578,20221225
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Zangon Kataf,,,,1/10/2023 9:05,NIG29206,29206,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Zangon Katab,"On 13 December 2022, a Kaduna militia attacked civilians and shot sporadically in Unguwan Alulu, coded to Zangon Katab (Zangon Kataf, Kaduna) and Kamuru Hausawa [coded separately]. The assailants had invaded the area the previous day; four persons were killed (split across two events and coded as 2) and four others were wounded.",Western Africa,Daily Post (Nigeria); Nigeria Punch,National,2022,North West,2,2,Point,,4,7,47,9.8333,8.4,4098068,20221213
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Kaura,,,,1/10/2023 9:05,NIG29261,29261,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kagoro,"On 18 December 2022, a Kaduna militia attacked civilians in Sokwong village coded to Kagoro (Kaura, Kaduna) and Malagum [coded separately]. Between 7 to 9 persons were killed. Later, sources reported that the fatalities increased to 10, and 20 motorcycles and 62 houses were set ablaze by the assailants.",Western Africa,Daily Post (Nigeria); Daily Trust (Nigeria); EONS Intelligence; Nigeria Punch,National,2022,North West,10,2,Point,,4,7,47,9.6078,8.3904,4099565,20221218
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Giwa,,,,12/6/2022 15:53,NIG28837,28837,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Giwa,"On 24 November 2022, a Kaduna militia attacked civilians and killed 11 persons at Rafin Sarki in Giwa LGA (Kaduna). Several other persons sustained gunshot wounds.",Western Africa,Daily Post (Nigeria); Nigeria Punch,National,2022,North West,11,2,Point,,4,7,47,11.2803,7.4173,4066201,20221124
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Faskari,,,Journalists (Nigeria),1/10/2023 9:05,NIG29264,29264,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ruwan Godiya,"On 18 December 2022, a suspected Katsina militia shot at a newpaper reporter when they blocked the highway near Ruwan Godiya (Faskari, Katsina). The victim was driving his vehicle, other vehicles behind him were also shot at. There are no causalties.",Western Africa,Blueprint; Premium Times (Nigeria),National,2022,North West,0,2,Point,,4,7,47,11.7592,7.2149,4099568,20221218
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Batsari,,,,1/10/2023 9:05,NIG29362,29362,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Batsari,"On 28 December 2022, a Katsina militia killed one civilian at Dutiinma community in Batsari LGA (Katsina). The assailants had initially rustled the victims cattle then returned a few minutes later and killed him.",Western Africa,Daily Trust (Nigeria); Guardian (Nigeria),National,2022,North West,1,2,Point,,4,7,47,12.7515,7.2447,4102348,20221228
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Malumfashi,,,Labour Group (Nigeria); Health Workers (Nigeria),12/12/2022 3:33,NIG28360,28360,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Dayi,"On 15 October 2022, a Katsina militia attacked civilians, killed two residents at Gidan Diyam and abducted two to three others in Dayi community (Malumfashi, Katsina). The abductees included a trader whose entrance gate was completely pulled down by the abductors and a health care worker, there are no reports about ransom demands. The body of one of the abductees was discovered along Yammama-Kaita road on 17 October.",Western Africa,Daily Post (Nigeria); Vanguard (Nigeria),National,2022,North West,2,2,Point,,4,7,47,11.9769,7.694,4072456,20221015
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Jibia,,,Labour Group (Nigeria),1/10/2023 9:05,NIG29175,29175,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Zandam,"On 11 December 2022, a Katsina militia attacked five traders who were en route a market from Zandam village (Jibia, Katsina) in a reprisal attack following the murder of a Fulani man by a local defense militia [coded separately]. The assailants shot and killed four of the them, the fifth person sustained injuries and was taken to the hospital.",Western Africa,Daily Post (Nigeria); Daily Trust (Nigeria),National,2022,North West,4,2,Point,,4,7,47,13.0333,7.25,4097280,20221211
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Nassarawa,Obi,,Pastoralists (Nigeria),Farmers (Nigeria),12/12/2022 3:33,NIG28463,28463,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Obi,"On 21 October 2022, suspected armed Fulani pastoralists attacked a farming community at Gidan Ityotyev in Obi LGA (Obi, Nassarawa). Two persons were killed and one female member was wounded.",Western Africa,Nigeria Punch; Daily Independent (Nigeria),National,2022,Centre,2,2,Point,,4,7,47,8.3667,8.7667,4078871,20221021
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Paikoro,,,,12/6/2022 15:53,NIG28653,28653,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kafin Koro,"On 10 November 2022, a Niger militia attacked civilians at a village near Kafin Koro (Paikoro, Niger). There are no further details.",Western Africa,Nigeria Punch,National,2022,Centre,0,2,Point,,4,7,47,9.4949,7.0363,4054861,20221110
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Lapai,,,,12/12/2022 3:33,NIG28471,28471,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Tashibo,"On 21 October 2022, a Niger militia attacked civilians at Maijaki in Tashibo (Lapai, Niger), killed one person and abducted 13 others.",Western Africa,Daily Independent (Nigeria),National,2022,Centre,1,2,Point,,4,7,47,9.0411,6.7013,4072446,20221021
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Mashegu,,,Mulo Communal Group (Nigeria),1/10/2023 9:05,NIG29230,29230,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Mashegu,"On 15 December 2022, a Niger militia killed the village head of Mulo community and abducted four others when they invaded communities in Mashegu LGA (Niger). The village head was abducted alongisde the other victims before he was murdered.",Western Africa,Blueprint; Daily Post (Nigeria),National,2022,Centre,1,2,Point,,4,7,47,9.8386,5.6941,4098752,20221215
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Mashegu,,,Mashegu Communal Militia (Nigeria),1/10/2023 9:05,NIG29334,29334,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Mashegu,"On 25 December 2022, a Niger militia killed a member of a local defense militia at Tsohon-Rami in Mashegu LGA (Niger). The victim was abducted alongside people from Mulo community and others [coded separately].",Western Africa,Daily Trust (Nigeria),National,2022,Centre,1,2,Point,,4,7,47,9.8386,5.6941,4101580,20221225
Koseru Communal Militia (Nigeria),Koseru Communal Militia (Nigeria),Civilians (Nigeria),Ondo,Odigbo,,,Ikale Ethnic Group (Nigeria); Farmers (Nigeria); Women (Nigeria),1/10/2023 9:05,NIG29161,29161,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Koseru,"On 9 December 2022, suspected Koseru communal militia shot and wounded a woman on her farm at Ogbontiba, coded to nearby Koseru (Odigbo, Ondo). The assailants were masked and two in number, victim was from Ikale ethnic group and the attack was over a land ownership dispute.",Western Africa,Daily Post (Nigeria); Guardian (Nigeria); Nigeria Punch,National,2022,South,0,2,Point,,4,7,47,6.6683,4.5,4096746,20221209
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Plateau,Bokkos,,Pastoralists (Nigeria),,12/6/2022 15:53,NIG28641,28641,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Batura,"On 8 November 2022, a suspected Fulani militia attacked residents, killed three persons and assaulted others at Makabat in Batura district (Bokkos, Plateau). The assailants also destroyed properties worth millions of naira, other sources report 4 persons including the ward head were killed.",Western Africa,Guardian (Nigeria); Daily Post (Nigeria),National,2022,Centre,3,2,Point,,4,7,47,9.3327,8.9502,4053188,20221108
Taraba Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Taraba,Wukari,,,,12/13/2022 9:05,NIG29045,29045,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kente,"On 6 December 2022, a Taraba militia wounded one local and abducted 20 commuters along Kente-Chinkai road (Wukari, Taraba). The victims were rescued by troops of Operation Whirl Stroke after the militia abandoned them while they were being pursued.",Western Africa,Daily Independent (Nigeria),National,2022,North East,0,2,Point,,4,7,47,7.8969,9.4858,4092261,20221206
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Zurmi,,,Kwangami Communal Group (Nigeria),12/6/2022 15:53,NIG28665,28665,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Zurmi,"On 7 November 2022, a Zamfara militia attacked residents, abducted the district head and six others in Kwangami village, Zurmi LGA (Zamfara). An unspecified number of persons were wounded while trying to escape, there are no reports of ransom demands for the abductees.",Western Africa,Daily Post (Nigeria),National,2022,North West,0,2,Point,,4,7,47,12.7776,6.7834,4052430,20221107
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Tsafe,,,,12/12/2022 3:33,NIG28484,28484,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Magazu,"On 25 October 2022, a Zamfara militia attacked commuters and shot one person when they blocked the Magazu-Kucheri road (Tsafe, Zamfara). The wounded victim was in a vehicle whose driver refused to stop for the assailants.",Western Africa,Premium Times (Nigeria),National,2022,North West,0,2,Point,,4,7,47,11.9116,6.9539,4090746,20221025
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Tsafe,,,Yankuzo Communal Group (Nigeria); Government of Nigeria (2015-),1/10/2023 9:05,NIG29163,29163,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Yankuzo,"On 9 December 2022, a Zamfara miltia shot and killed the district head of Yankuzo while he was driving home from an official assignment on the road between Yankuzo and Tsafe (Tsafe, Zamfara) where his home is, the assailants had attempted to abduct the victim but abandoned him because he was wounded, he died the following day from his injuries.",Western Africa,Blueprint; Daily Post (Nigeria); Nigeria Punch,National,2022,North West,1,2,Point,,4,7,47,11.9392,7.0671,4096748,20221209
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Zurmi,,,,12/6/2022 15:53,NIG28849,28849,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Dauran Birnin Tsaba,"On 23 November 2022, a Zamfara militia attacked civilians at Riyoji village in Dauran Birnin Tsaba (Zurmi, Zamfara) and killed 19 people. The assailants shot sporadically when they invaded they area, and the victims were shot while they were trying to escape.",Western Africa,Daily Post (Nigeria); Blueprint,National,2022,North West,19,2,Point,,4,7,47,12.6821,6.7511,4065381,20221123
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Gwer West,,Pastoralists (Nigeria),,1/10/2023 9:05,NIG29382,29382,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Gaambe-Ushin,"On 3 January 2023, a suspected Fulani militia attacked residents in Nagi village at Gaambe-Ushin ward (Gwer West, Benue). Several people were injured by the assailants. Other sources report that two persons were wounded.",Western Africa,Nigeria Punch,National,2023,Centre,0,2,Point,,4,7,47,7.7301,8.0824,4103950,20230103
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Gwer West,,Pastoralists (Nigeria),,1/10/2023 9:05,NIG29383,29383,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Gaambe-Ushin,"On 5 January 2023, a suspected Fulani militia attacked residents in Tse-Girgi Dajo village at Gaambe-Ushin ward (Gwer West, Benue). One person was injured by the assailants. Other sources report that two persons were wounded.",Western Africa,Nigeria Punch,National,2023,Centre,0,2,Point,,4,7,47,7.7301,8.0824,4104570,20230105
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Apa,,Pastoralists (Nigeria),Farmers (Nigeria),2/14/2023 9:05,NIG29873,29873,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ikobi,"On 2 February 2023, suspected armed Fulani pastoralists attacked and wounded a farmer on his farm near Oloke village in Ikobi (Apa, Benue). The victim was attacked with a machete and was asked by the assailants to inform the other residents of their coming.",Western Africa,Daily Trust (Nigeria),National,2023,Centre,0,2,Point,,4,7,47,7.7295,7.9734,4162287,20230202
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Guma,,Pastoralists (Nigeria),,2/28/2023 9:06,NIG30065,30065,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Agasha,"On 23 February 2023, armed Fulani pastoralists attacked and killed one civilian at Tyulen in Agasha (Guma, Benue). The victim was a younger brother of a special assistant to the state governor. Other sources report that the assailants invaded the community for neighboring Nassarawa state.",Western Africa,New Telegraph; Vanguard (Nigeria),National,2023,Centre,1,2,Point,,4,7,47,7.7166,8.899,4178477,20230223
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Logo,,Pastoralists (Nigeria),Farmers (Nigeria),2/28/2023 9:06,NIG30059,30059,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ugba,"On 23 February 2023, armed Fulani pastoralists attacked and killed one farmer on his farm in Logo LGA, (Logo, Benue) coded to Ugba.",Western Africa,New Telegraph; Vanguard (Nigeria),National,2023,Centre,1,2,Point,,4,7,47,7.5,9.3333,4178473,20230223
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Edo,Ovia North East,,Pastoralists (Nigeria),,1/24/2023 9:05,NIG29613,29613,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Egbeta,"On 18 January 2023, suspected herdsmen killed three persons and abducted 13 others in Emokpae, coded to Egbeta (Ovia North East, Edo). Some of the victims were women. Some children returning from school were also abducted. The abduction provoked a peaceful protest by the community, coded separately. 3 fatalities reported.",Western Africa,Sun (Nigeria),National,2023,South,3,2,Point,,4,7,47,6.7891,5.5143,4139194,20230118
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Enugu,Nkanu East,,Pastoralists (Nigeria),Fishermen (Nigeria),2/14/2023 9:05,NIG29882,29882,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Amagunze,"On 6 February 2023, suspected armed Fulani pastoralists killed one man while he was fishing and also attacked his brother at Ugboanyim-Aniyi in Amagunze (Nkanu East, Enugu). The murdered victim's body was found the following day with machete cuts, residents of the community fled the area due to fear.",Western Africa,EONS Intelligence,National,2023,South,1,2,Point,,4,7,47,6.3267,7.6539,4163186,20230206
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Kagarko,,,,2/21/2023 9:05,NIG29999,29999,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kagarko,"On 9 February 2023, a Kaduna militia in large numbers attacked civilians in Riche village which is 2 km away from Kagarko town (Kagarko, Kaduna). Three persons were wounded and 18 others were abducted.",Western Africa,Daily Trust (Nigeria),National,2023,North West,0,2,Point,,4,7,47,9.4833,7.6833,4167867,20230209
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Igabi,,,Women (Nigeria); Muslim Group (Nigeria),1/17/2023 9:05,NIG29502,29502,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Turunku,"On 11 January 2023, the Kaduna Communal militia shot and killed a Chairman of Fityanul Islam First Aid group and his nephew in Unguwar Mai Awo village, coded to Turunku (Igabi, Kaduna). The militia also abducted four women, including a nursing mother. 2 fatalities reported.",Western Africa,Daily Post (Nigeria); Daily Trust (Nigeria),National,2023,North West,2,2,Point,,4,7,47,10.6462,7.3451,4133879,20230111
